row_id,PET_id,PET,expanded_text,span_text,label,whole_text
782,46,あの世に行く,もささっていました。私が行った時には濃い霧が出ていて、かなり不気味でした。自分も[PET_BOUNDARY]あの世に行って[PET_BOUNDARY]しまったのではないかという妙な感覚にとらわれます。,あの世に行って,1,もささっていました。私が行った時には濃い霧が出ていて、かなり不気味でした。自分もあの世に行ってしまったのではないかという妙な感覚にとらわれます。
783,46,あの世に行く,にお金貸してその女の人に何べんも電話して訴えられてるし父もおちおちできないですわ[PET_BOUNDARY]あの世に行って[PET_BOUNDARY]心配してるんではないかなぁと思ってしまいます,あの世に行って,1,にお金貸してその女の人に何べんも電話して訴えられてるし父もおちおちできないですわあの世に行って心配してるんではないかなぁと思ってしまいます
784,46,あの世に行く,所に幽霊が存在するのか知りたいですね。まぁ、生きとし生けるもの、いつかは誰でも、[PET_BOUNDARY]あの世に行くのですがね[PET_BOUNDARY]。,あの世に行くのですがね,1,所に幽霊が存在するのか知りたいですね。まぁ、生きとし生けるもの、いつかは誰でも、あの世に行くのですがね。
785,46,あの世に行く,。あと、戒名は高額な物ほどよいと思われているようですが、それはこの世の妄想です。[PET_BOUNDARY]あの世に行けば[PET_BOUNDARY]皆平等です。戒名も付けなければならない訳ではなく付けなくても今ある名前でも十,あの世に行けば,1,。あと、戒名は高額な物ほどよいと思われているようですが、それはこの世の妄想です。あの世に行けば皆平等です。戒名も付けなければならない訳ではなく付けなくても今ある名前でも十
786,47,旅立つ,わば鎮魂歌（レクイエム）でもありました。 “死”は必ずしも終わりではなく、新たな[PET_BOUNDARY]旅立ちでも[PET_BOUNDARY]ありましょうか。故人のみならず、遺族にとりましても…。 その後の暮らしのな,旅立ちでも,1,わば鎮魂歌（レクイエム）でもありました。 “死”は必ずしも終わりではなく、新たな旅立ちでもありましょうか。故人のみならず、遺族にとりましても…。 その後の暮らしのな
787,47,旅立つ,た。 「当て身を喰らって気を失い、お妻さんはあとのことを何も知らぬまま、あの世へ[PET_BOUNDARY]旅立ったんだぜ[PET_BOUNDARY]」 金四郎も、次郎吉と同じように読んでいたのであった。 「へい」 次郎,旅立ったんだぜ,1,た。 「当て身を喰らって気を失い、お妻さんはあとのことを何も知らぬまま、あの世へ旅立ったんだぜ」 金四郎も、次郎吉と同じように読んでいたのであった。 「へい」 次郎
788,47,旅立つ,同じだった。ブラック・エルクは、部族の秘密の手ほどきをしてくれた先祖たちの世界に[PET_BOUNDARY]旅立った[PET_BOUNDARY]。彼は六人の祖父と出会い、聖なる馬たちをはね回らせ、儀礼的試練に合格した。彼,旅立った,1,同じだった。ブラック・エルクは、部族の秘密の手ほどきをしてくれた先祖たちの世界に旅立った。彼は六人の祖父と出会い、聖なる馬たちをはね回らせ、儀礼的試練に合格した。彼
789,47,旅立つ,する。しかしその時にもはや母の姿はなかった。彼女はすでに息子と別れて、あの世へと[PET_BOUNDARY]旅立って[PET_BOUNDARY]いたのだ。アロイージア・ウェーバー,旅立って,1,する。しかしその時にもはや母の姿はなかった。彼女はすでに息子と別れて、あの世へと旅立っていたのだ。アロイージア・ウェーバー
790,47,旅立つ,を３年連続で受賞。日本での人気を決定づけた。’９５年５月２８日の葬儀では、天国へ[PET_BOUNDARY]旅立つ[PET_BOUNDARY]テレサの顔に美しい化粧がほどこされた。 「テレサ・テン謀殺される」 １９９１年,旅立つ,1,を３年連続で受賞。日本での人気を決定づけた。’９５年５月２８日の葬儀では、天国へ旅立つテレサの顔に美しい化粧がほどこされた。 「テレサ・テン謀殺される」 １９９１年
791,47,旅立つ,かったと、無念の思いが強く残った。 癌と診断されてわずか一年半で、充子はあの世に[PET_BOUNDARY]旅立った[PET_BOUNDARY]。遺体をうちへ連れて帰った日、娘に「死んでもお母さんはいい女だな」と言うと、,旅立った,1,かったと、無念の思いが強く残った。 癌と診断されてわずか一年半で、充子はあの世に旅立った。遺体をうちへ連れて帰った日、娘に「死んでもお母さんはいい女だな」と言うと、
792,47,旅立つ,み、辛さがある。ある人は「がんは、天が下した私の最期の仕事です」、そう言い遺し、[PET_BOUNDARY]旅立って[PET_BOUNDARY]いった。 その「最期の仕事」を未来に繋げるためには、登録に嫌悪を覚える人をも,旅立って,1,み、辛さがある。ある人は「がんは、天が下した私の最期の仕事です」、そう言い遺し、旅立っていった。 その「最期の仕事」を未来に繋げるためには、登録に嫌悪を覚える人をも
793,47,旅立つ,はっきり認めたのだ。 果たして、こんな息子たちに見送られて、二子山親方は安らかに[PET_BOUNDARY]旅立つ[PET_BOUNDARY]ことができたのだろうか。闘病でも粘り腰見せた 二子山親方が、死因となった口腔底,旅立つ,1,はっきり認めたのだ。 果たして、こんな息子たちに見送られて、二子山親方は安らかに旅立つことができたのだろうか。闘病でも粘り腰見せた 二子山親方が、死因となった口腔底
794,47,旅立つ,を支えてくれたのが充子夫人だった。しかし、その夫人は五十三歳という若さであの世に[PET_BOUNDARY]旅立って[PET_BOUNDARY]しまった。研究生活に没頭して、家庭のことは夫人任せだっただけに、無念やるかた,旅立って,1,を支えてくれたのが充子夫人だった。しかし、その夫人は五十三歳という若さであの世に旅立ってしまった。研究生活に没頭して、家庭のことは夫人任せだっただけに、無念やるかた
795,47,旅立つ,ありました。そしてすぐにモルヒネの投与が始まり、母の意識がなくなりまる一日で母は[PET_BOUNDARY]旅立ちました[PET_BOUNDARY]。あっという間でした。母は素晴らしい人だったとは思います。しかし、今頃は,旅立ちました,1,ありました。そしてすぐにモルヒネの投与が始まり、母の意識がなくなりまる一日で母は旅立ちました。あっという間でした。母は素晴らしい人だったとは思います。しかし、今頃は
796,47,旅立つ,百十一歳ではない。ビルボは挨拶で「[PET_BOUNDARY]旅立ち[PET_BOUNDARY]」を告げるが、「結婚」の話は出てこない。旅立ちが突然の思いつきという説明がなくなる。主人公の交替 第３稿で、パーティーの主催,旅立ち,0,百十一歳ではない。ビルボは挨拶で「旅立ち」を告げるが、「結婚」の話は出てこない。旅立ちが突然の思いつきという説明がなくなる。主人公の交替 第３稿で、パーティーの主催
797,47,旅立つ,百十一歳ではない。ビルボは挨拶で「旅立ち」を告げるが、「結婚」の話は出てこない。[PET_BOUNDARY]旅立ちが[PET_BOUNDARY]突然の思いつきという説明がなくなる。主人公の交替 第３稿で、パーティーの主催,旅立ちが,0,百十一歳ではない。ビルボは挨拶で「旅立ち」を告げるが、「結婚」の話は出てこない。旅立ちが突然の思いつきという説明がなくなる。主人公の交替 第３稿で、パーティーの主催
798,47,旅立つ,固めている。心に「底冷え」を感じながら、それでも放蕩者のように美の享楽にむかって[PET_BOUNDARY]旅立とうと[PET_BOUNDARY]している。放蕩者のようにというとき、これからの自分の行く末を耐えがたい思い,旅立とうと,0,固めている。心に「底冷え」を感じながら、それでも放蕩者のように美の享楽にむかって旅立とうとしている。放蕩者のようにというとき、これからの自分の行く末を耐えがたい思い
799,47,旅立つ,修行を組み合わせた強化合宿を計画していた。人類がまだ探り当てていない意識の領域に[PET_BOUNDARY]旅立っ[PET_BOUNDARY]、“内面空間への宇宙飛行士”を養成しよう、というのがその背後にある理念である。,旅立っ,0,修行を組み合わせた強化合宿を計画していた。人類がまだ探り当てていない意識の領域に旅立っ、“内面空間への宇宙飛行士”を養成しよう、というのがその背後にある理念である。
800,47,旅立つ,全員を故郷に帰した。暮れの二九日に稽古が上がると、その日のうちに弟子たちは故郷へ[PET_BOUNDARY]旅立って[PET_BOUNDARY]いった。 稽古場に腰をおろし、一人静かに物思いにふけっていると、その弟子の一,旅立って,0,全員を故郷に帰した。暮れの二九日に稽古が上がると、その日のうちに弟子たちは故郷へ旅立っていった。 稽古場に腰をおろし、一人静かに物思いにふけっていると、その弟子の一
801,47,旅立つ,女もまた別れの言葉もなく、再び姿を消したのであった。 東克郎と三千子は手を携えて[PET_BOUNDARY]旅立ったのだろうか[PET_BOUNDARY]。ときに、その疑心が恵津子の胸に湧き上がってくる。一旦それが胸にき,旅立ったのだろうか,0,女もまた別れの言葉もなく、再び姿を消したのであった。 東克郎と三千子は手を携えて旅立ったのだろうか。ときに、その疑心が恵津子の胸に湧き上がってくる。一旦それが胸にき
802,47,旅立つ,切だから心配ないよ」と私の背中を押してくれた。 何より私にはどうしてもこの時期に[PET_BOUNDARY]旅立たなければ[PET_BOUNDARY]ならない理由があった。それは韓国の一篇の詩との出会いだった。名残り惜し,旅立たなければ,0,切だから心配ないよ」と私の背中を押してくれた。 何より私にはどうしてもこの時期に旅立たなければならない理由があった。それは韓国の一篇の詩との出会いだった。名残り惜し
803,47,旅立つ,ると友人の一人が「水っぱなも垂れてきたど」と顔を覗き込む。 そして主人公は故郷を[PET_BOUNDARY]旅立つ[PET_BOUNDARY]。 僕の場合は、東京行きの新幹線だった。夜のホームだった。彼らにエレキギターが,旅立つ,0,ると友人の一人が「水っぱなも垂れてきたど」と顔を覗き込む。 そして主人公は故郷を旅立つ。 僕の場合は、東京行きの新幹線だった。夜のホームだった。彼らにエレキギターが
804,47,旅立つ,見世裏の暗がりにも溜息とも吐息ともつかぬ歎声が伝わってきた。それは八重垣の新たな[PET_BOUNDARY]旅立ちを[PET_BOUNDARY]祈る男たちの口から思わず洩れたものだった。 八重垣の声がした。 「師匠、長々,旅立ちを,0,見世裏の暗がりにも溜息とも吐息ともつかぬ歎声が伝わってきた。それは八重垣の新たな旅立ちを祈る男たちの口から思わず洩れたものだった。 八重垣の声がした。 「師匠、長々
805,47,旅立つ,ない、またはそんな生き方を選ぶ必要はなかった。彼らは、再び戻ってくるためにだけ、[PET_BOUNDARY]旅立ったので[PET_BOUNDARY]ある。 それに反して、日本の俳人芭蕉は、職業俳人で俳諧教師として世間的地,旅立ったので,0,ない、またはそんな生き方を選ぶ必要はなかった。彼らは、再び戻ってくるためにだけ、旅立ったのである。 それに反して、日本の俳人芭蕉は、職業俳人で俳諧教師として世間的地
806,47,旅立つ,の思いが再び芽を吹き出しました。第一回の渡航挫折から６年目、ついに念願の日本への[PET_BOUNDARY]旅立ちの[PET_BOUNDARY]日がやってきました。母は異国に向かう娘のために、気丈に振る舞いました。再び生,旅立ちの,0,の思いが再び芽を吹き出しました。第一回の渡航挫折から６年目、ついに念願の日本への旅立ちの日がやってきました。母は異国に向かう娘のために、気丈に振る舞いました。再び生
807,47,旅立つ,今 船出が近づく この時に」となっており、起点がボカシテあります。「船出」なく「[PET_BOUNDARY]旅立ち[PET_BOUNDARY]」であれば、英語の意図に近くなるのですが、別の意図が託せられています。更に英語,旅立ち,0,今 船出が近づく この時に」となっており、起点がボカシテあります。「船出」なく「旅立ち」であれば、英語の意図に近くなるのですが、別の意図が託せられています。更に英語
808,47,旅立つ,ました。そして思いました、「確かに、この家出の因はといえば、おれが帝のお伴をして[PET_BOUNDARY]旅立つ[PET_BOUNDARY]前夜、ひどい言葉を言ってやったあれ以外にはない。定めしあれが、弟をおれから逃げ,旅立つ,0,ました。そして思いました、「確かに、この家出の因はといえば、おれが帝のお伴をして旅立つ前夜、ひどい言葉を言ってやったあれ以外にはない。定めしあれが、弟をおれから逃げ
809,47,旅立つ,よく見えてこない魔女の卵である。 魔女は、１３歳になった満月の夜に、修業のために[PET_BOUNDARY]旅立たなければ[PET_BOUNDARY]ならない。そして、見知らぬ町で暮らして、その町の人たちに“魔女”として,旅立たなければ,0,よく見えてこない魔女の卵である。 魔女は、１３歳になった満月の夜に、修業のために旅立たなければならない。そして、見知らぬ町で暮らして、その町の人たちに“魔女”として
810,47,旅立つ,どっかと腰を下ろした。戦鼓はさらに響き続ける。捲棚の簾が巻かれて、二賢荘の員外の[PET_BOUNDARY]旅立ちを[PET_BOUNDARY]見送る人たちが、甯老太夫人を先頭に出て来た。そして文字通りに、今生最後の「お,旅立ちを,0,どっかと腰を下ろした。戦鼓はさらに響き続ける。捲棚の簾が巻かれて、二賢荘の員外の旅立ちを見送る人たちが、甯老太夫人を先頭に出て来た。そして文字通りに、今生最後の「お
811,47,旅立つ,関東の弟子たちを捨てて、単身京都に帰った。親離れのできない弟子たちを曠野に放って[PET_BOUNDARY]旅立つ[PET_BOUNDARY]心境だったのか。それとも弟子たちとのわずらわしい関係を忌避して、自分を単独者の,旅立つ,0,関東の弟子たちを捨てて、単身京都に帰った。親離れのできない弟子たちを曠野に放って旅立つ心境だったのか。それとも弟子たちとのわずらわしい関係を忌避して、自分を単独者の
812,47,旅立つ,この一帯の朝は早く、寅ノ二点には老若男女が動きだしていた。七ツだちで日本橋から[PET_BOUNDARY]旅立って[PET_BOUNDARY]行く者も多い。 それゆえ、ほとんどの町家に灯りが点っており、二階の雨戸の隙間,旅立って,0,この一帯の朝は早く、寅ノ二点には老若男女が動きだしていた。七ツだちで日本橋から旅立って行く者も多い。 それゆえ、ほとんどの町家に灯りが点っており、二階の雨戸の隙間
813,47,旅立つ,織物・工女事情調査に[PET_BOUNDARY]旅立つ[PET_BOUNDARY]。そして続いて八月小作人生活事情調査に富山県（郷里）へ旅立つ―。この二つの時期、横山はどんなに明るかったことか。そのときこそ、生涯最初の昂,旅立つ,0,織物・工女事情調査に旅立つ。そして続いて八月小作人生活事情調査に富山県（郷里）へ旅立つ―。この二つの時期、横山はどんなに明るかったことか。そのときこそ、生涯最初の昂
814,47,旅立つ,織物・工女事情調査に旅立つ。そして続いて八月小作人生活事情調査に富山県（郷里）へ[PET_BOUNDARY]旅立つ[PET_BOUNDARY]―。この二つの時期、横山はどんなに明るかったことか。そのときこそ、生涯最初の昂,旅立つ,0,織物・工女事情調査に旅立つ。そして続いて八月小作人生活事情調査に富山県（郷里）へ旅立つ―。この二つの時期、横山はどんなに明るかったことか。そのときこそ、生涯最初の昂
815,47,旅立つ,は明け切っていない。しかし線娘は居残った娘子軍の金鈴と呉良を叩き起こす。そして、[PET_BOUNDARY]旅立ちの[PET_BOUNDARY]支度を命じた。 「必ず羅公子に直接手渡すのですよ」と木蘭に、羅成と夫婦を誓っ,旅立ちの,0,は明け切っていない。しかし線娘は居残った娘子軍の金鈴と呉良を叩き起こす。そして、旅立ちの支度を命じた。 「必ず羅公子に直接手渡すのですよ」と木蘭に、羅成と夫婦を誓っ
816,47,旅立つ,前まで、娘の美香さんと笑いながら語らっていた。そして、わずか１８日間の入院ののち[PET_BOUNDARY]旅立った[PET_BOUNDARY]。 豊さんは明日、入院するという日にも、じっとしていなかった。壁にもたれかか,旅立った,1,前まで、娘の美香さんと笑いながら語らっていた。そして、わずか１８日間の入院ののち旅立った。 豊さんは明日、入院するという日にも、じっとしていなかった。壁にもたれかか
817,47,旅立つ,不思議な生き物がいる。そんな珍しい野生の動植物に簡単に出会える島があると聞いて、[PET_BOUNDARY]旅立った[PET_BOUNDARY]。マダガスカル。アフリカ南東沖に浮かぶ絶海の島国には、さまざまな独特の生き物,旅立った,0,不思議な生き物がいる。そんな珍しい野生の動植物に簡単に出会える島があると聞いて、旅立った。マダガスカル。アフリカ南東沖に浮かぶ絶海の島国には、さまざまな独特の生き物
818,47,旅立つ,ンは豊かな人生を送るための一人ひとりの哲学なのだから。 連載を終え、私はハワイに[PET_BOUNDARY]旅立ちます[PET_BOUNDARY]。一年間の留学です。新しい環境で、新しい自分を探しに行ってきます。ちょっと,旅立ちます,0,ンは豊かな人生を送るための一人ひとりの哲学なのだから。 連載を終え、私はハワイに旅立ちます。一年間の留学です。新しい環境で、新しい自分を探しに行ってきます。ちょっと
819,47,旅立つ,「行く秋」の意を兼ねる。奥の細道図屛風（与謝蕪村筆）学習の手引き １ この段を「[PET_BOUNDARY]旅立ち[PET_BOUNDARY]」の段と比較し、照応している箇所を指摘せよ。北上川 （岩手県）卯の花中尊寺金色,旅立ち,0,「行く秋」の意を兼ねる。奥の細道図屛風（与謝蕪村筆）学習の手引き １ この段を「旅立ち」の段と比較し、照応している箇所を指摘せよ。北上川 （岩手県）卯の花中尊寺金色
820,47,旅立つ,スは、エンベロープ付きが完全な状態であり。然るのち宿主の細胞を破壊して次の細胞へ[PET_BOUNDARY]旅立つ[PET_BOUNDARY]。しかし、ウィルスは意図して破壊活動を行なうわけではなくて。むしろ宿主細胞に限,旅立つ,0,スは、エンベロープ付きが完全な状態であり。然るのち宿主の細胞を破壊して次の細胞へ旅立つ。しかし、ウィルスは意図して破壊活動を行なうわけではなくて。むしろ宿主細胞に限
821,47,旅立つ,ずつ大人になりつつある年頃である。やがて、学問に優れた与之助が修行のために江戸へ[PET_BOUNDARY]旅立ち[PET_BOUNDARY]、文四郎と逸平は空鈍流の稽古に熱をあげるようになる。ことに文四郎は道場でも期待,旅立ち,0,ずつ大人になりつつある年頃である。やがて、学問に優れた与之助が修行のために江戸へ旅立ち、文四郎と逸平は空鈍流の稽古に熱をあげるようになる。ことに文四郎は道場でも期待
822,47,旅立つ,されたのです。そこで選択したのが、過去へ帰るということでした。再び地下の世界へと[PET_BOUNDARY]旅立ったのです[PET_BOUNDARY]。その結果が、極めて悲惨なものとなってしまったのです。進化の逆を選択し,旅立ったのです,0,されたのです。そこで選択したのが、過去へ帰るということでした。再び地下の世界へと旅立ったのです。その結果が、極めて悲惨なものとなってしまったのです。進化の逆を選択し
823,47,旅立つ,ナフキンは弟です。冬眠をするムーミントロールとは違い、スナフキンは冬になると南へ[PET_BOUNDARY]旅立ちます[PET_BOUNDARY]。職業は吟遊詩人です。,旅立ちます,0,ナフキンは弟です。冬眠をするムーミントロールとは違い、スナフキンは冬になると南へ旅立ちます。職業は吟遊詩人です。
824,47,旅立つ,海道で馬の仕事をしてほしい気持ちをぶつける。太郎はついに北海道行きを決断、九月の[PET_BOUNDARY]旅立ちまで[PET_BOUNDARY]、優に己の技術のすべてを仕込む。そして、別れの日、優は自分の夢であるジョン,旅立ちまで,0,海道で馬の仕事をしてほしい気持ちをぶつける。太郎はついに北海道行きを決断、九月の旅立ちまで、優に己の技術のすべてを仕込む。そして、別れの日、優は自分の夢であるジョン
825,47,旅立つ,れブースカを見送る決心をする。何も知らないブースカは弟のチャメゴンとともに宇宙へ[PET_BOUNDARY]旅立つ[PET_BOUNDARY]。見送る大作はブースカが帰ってくる迄に地球を素晴らしい星にする事を誓う。リンク,旅立つ,0,れブースカを見送る決心をする。何も知らないブースカは弟のチャメゴンとともに宇宙へ旅立つ。見送る大作はブースカが帰ってくる迄に地球を素晴らしい星にする事を誓う。リンク
826,47,旅立つ,かな。ミカるんＸ（高遠るい）邪神によって地底の楽園は崩壊。再起を果たす為に宇宙へ[PET_BOUNDARY]旅立ち[PET_BOUNDARY]、そして強くなって帰ってきたわけだ。もとは同じ地球人というわけですね。何故、戦,旅立ち,0,かな。ミカるんＸ（高遠るい）邪神によって地底の楽園は崩壊。再起を果たす為に宇宙へ旅立ち、そして強くなって帰ってきたわけだ。もとは同じ地球人というわけですね。何故、戦
827,48,帰らぬ人となる,ントンは、再び朝を迎えようとしていた。 ルーズベルト前大統領は、数時間前に病院で[PET_BOUNDARY]帰らぬ人となって[PET_BOUNDARY]いた。 硫黄島での撒退作戦失敗の報告を、トルーマンは苦虫を噛み潰したよう,帰らぬ人となって,1,ントンは、再び朝を迎えようとしていた。 ルーズベルト前大統領は、数時間前に病院で帰らぬ人となっていた。 硫黄島での撒退作戦失敗の報告を、トルーマンは苦虫を噛み潰したよう
828,48,帰らぬ人となる,の映画では、ラストが原作とは異なる。ものがたり妻と娘が乗ったバスが転落事故。妻は[PET_BOUNDARY]帰らぬ人となった[PET_BOUNDARY]はずが… 一九八五年、バブル経済がはじまろうとしている時代。自動車会社に,帰らぬ人となった,1,の映画では、ラストが原作とは異なる。ものがたり妻と娘が乗ったバスが転落事故。妻は帰らぬ人となったはずが… 一九八五年、バブル経済がはじまろうとしている時代。自動車会社に
829,48,帰らぬ人となる,命全権大使に任命され、「最後のご奉公」の決心で赴任した。しかし「満州」で病に倒れ[PET_BOUNDARY]帰らぬ人となった[PET_BOUNDARY]。能婦子は歌をよく詠み、たいそう能筆家でもあった。折々の歌も残しているが,帰らぬ人となった,1,命全権大使に任命され、「最後のご奉公」の決心で赴任した。しかし「満州」で病に倒れ帰らぬ人となった。能婦子は歌をよく詠み、たいそう能筆家でもあった。折々の歌も残しているが
830,48,帰らぬ人となる,に初めて入った日本人のひとり。当時チベットを目指した日本人７人のうち、ただひとり[PET_BOUNDARY]帰らぬ人となった[PET_BOUNDARY]。９チベットの聖山カイラス４ 地図の空白地帯へ明治２０年代「三大壮挙」と,帰らぬ人となった,1,に初めて入った日本人のひとり。当時チベットを目指した日本人７人のうち、ただひとり帰らぬ人となった。９チベットの聖山カイラス４ 地図の空白地帯へ明治２０年代「三大壮挙」と
831,48,帰らぬ人となる,直正は病状の悪化に悩まされ、ついに明治四年（一八七一）一月十八日、五十八歳で[PET_BOUNDARY]帰らぬ人となった[PET_BOUNDARY]。せっかくの藩政改革も幕末動乱のなかで完全には成就できなかったものの、藩,帰らぬ人となった,1,直正は病状の悪化に悩まされ、ついに明治四年（一八七一）一月十八日、五十八歳で帰らぬ人となった。せっかくの藩政改革も幕末動乱のなかで完全には成就できなかったものの、藩
832,48,帰らぬ人となる,父は６日間眠り続け、７日目の夜、目をさましました。 そして、日付が変わった深夜、[PET_BOUNDARY]帰らぬ人となりました[PET_BOUNDARY]。 はじめに、「父は３回臨死体験があります」と謳いましたが、４回あっ,帰らぬ人となりました,1,父は６日間眠り続け、７日目の夜、目をさましました。 そして、日付が変わった深夜、帰らぬ人となりました。 はじめに、「父は３回臨死体験があります」と謳いましたが、４回あっ
833,48,帰らぬ人となる,言った言葉が伝わるのを待った。 「貴方たちの周囲にいた人々の多くが、戦争によって[PET_BOUNDARY]帰らぬ人となりました[PET_BOUNDARY]。正義のために戦い、尊い命を捧げた人々がアメリカを勝利に導いたのは確,帰らぬ人となりました,1,言った言葉が伝わるのを待った。 「貴方たちの周囲にいた人々の多くが、戦争によって帰らぬ人となりました。正義のために戦い、尊い命を捧げた人々がアメリカを勝利に導いたのは確
834,48,帰らぬ人となる,どころに大雨。農民にとっては田畑を潤す恵みの雨となったが、惣右衛門は大雨に流され[PET_BOUNDARY]帰らぬ人となって[PET_BOUNDARY]しまった。村人たちは惣右衛門を偲ぶように、大雨の降った七月二十日を祭礼日,帰らぬ人となって,1,どころに大雨。農民にとっては田畑を潤す恵みの雨となったが、惣右衛門は大雨に流され帰らぬ人となってしまった。村人たちは惣右衛門を偲ぶように、大雨の降った七月二十日を祭礼日
835,48,帰らぬ人となる,し叔母から骨髄移植を受けるも再発し、９２年４月、ついに賢一さんは、３１歳の若さで[PET_BOUNDARY]帰らぬ人となった[PET_BOUNDARY]。映画は息子が生きていた証し― 賢一さんと一緒に、ご自身も献体を申し込ま,帰らぬ人となった,1,し叔母から骨髄移植を受けるも再発し、９２年４月、ついに賢一さんは、３１歳の若さで帰らぬ人となった。映画は息子が生きていた証し― 賢一さんと一緒に、ご自身も献体を申し込ま
836,48,帰らぬ人となる,ミチは、兄弟のように育てた下平雄次、矢津茂夫を枕許に呼び、あとのことを言い置いて[PET_BOUNDARY]帰らぬ人となる[PET_BOUNDARY]。ミチ亡き後、家を出る決心をした下平雄次は、電話番号のメモを残し、満腹亭か,帰らぬ人となる,1,ミチは、兄弟のように育てた下平雄次、矢津茂夫を枕許に呼び、あとのことを言い置いて帰らぬ人となる。ミチ亡き後、家を出る決心をした下平雄次は、電話番号のメモを残し、満腹亭か
837,48,帰らぬ人となる,らい撮影になるぞ」 モルヒネで痛みを抑えながら撮影を開始した直後、容体が急変し、[PET_BOUNDARY]帰らぬ人となった[PET_BOUNDARY]。 だが、健太は作品を未完のまま終わらせないと心に決めていた。「とにかく,帰らぬ人となった,1,らい撮影になるぞ」 モルヒネで痛みを抑えながら撮影を開始した直後、容体が急変し、帰らぬ人となった。 だが、健太は作品を未完のまま終わらせないと心に決めていた。「とにかく
838,48,帰らぬ人となる,明さん（四六）は震災復興に尽力してきたアイデアマン。ビジネスで訪れたスリランカで[PET_BOUNDARY]帰らぬ人となった[PET_BOUNDARY]。,帰らぬ人となった,1,明さん（四六）は震災復興に尽力してきたアイデアマン。ビジネスで訪れたスリランカで帰らぬ人となった。
839,49,召される,重を見つめた。 お春の方も八重と同じ京都の公家の出身、十年前、十六歳の時に大奥へ[PET_BOUNDARY]召されて[PET_BOUNDARY]、二年後の十八歳の時、将軍の側室になった。 だが、今もって子宝に恵まれていない,召されて,1,重を見つめた。 お春の方も八重と同じ京都の公家の出身、十年前、十六歳の時に大奥へ召されて、二年後の十八歳の時、将軍の側室になった。 だが、今もって子宝に恵まれていない
840,49,召される,とりの女子学生がしゃがみこんでいた。 「お女中お女中」唯野が声をかける。「いかが[PET_BOUNDARY]召された[PET_BOUNDARY]」 「はいあの、持病の癪が」 「国文科の学生らしい」唯野は蟇目とうなずきあう。,召された,0,とりの女子学生がしゃがみこんでいた。 「お女中お女中」唯野が声をかける。「いかが召された」 「はいあの、持病の癪が」 「国文科の学生らしい」唯野は蟇目とうなずきあう。
841,49,召される,ると屋外に出なければならない。寝所で神に接することは不可能である。 「お風邪でも[PET_BOUNDARY]召されては[PET_BOUNDARY]大変でございます、それに琴の音が冴えません」 雨に弦が濡れれば音が出ない。,召されては,0,ると屋外に出なければならない。寝所で神に接することは不可能である。 「お風邪でも召されては大変でございます、それに琴の音が冴えません」 雨に弦が濡れれば音が出ない。
842,49,召される,ているのだ。この図は単なるお戯れにすぎぬ。こうしてな、お気に[PET_BOUNDARY]召された[PET_BOUNDARY]屏風をご鑑賞召され、上様は日頃のお疲れを癒しておられるのだ。それだけのことだ」 光秀の目の奥には、,召された,0,ているのだ。この図は単なるお戯れにすぎぬ。こうしてな、お気に召された屏風をご鑑賞召され、上様は日頃のお疲れを癒しておられるのだ。それだけのことだ」 光秀の目の奥には、
843,49,召される,ているのだ。この図は単なるお戯れにすぎぬ。こうしてな、お気に召された屏風をご鑑賞[PET_BOUNDARY]召され[PET_BOUNDARY]、上様は日頃のお疲れを癒しておられるのだ。それだけのことだ」 光秀の目の奥には、,召され,0,ているのだ。この図は単なるお戯れにすぎぬ。こうしてな、お気に召された屏風をご鑑賞召され、上様は日頃のお疲れを癒しておられるのだ。それだけのことだ」 光秀の目の奥には、
844,49,召される,天皇の寵愛を一身に集める。小督に恋する人は帝ばかりでなく、冷泉隆房は彼女が宮中に[PET_BOUNDARY]召される[PET_BOUNDARY]前から見初めて、召された後も恋心を断ち切れないありさまであった。この事態に立腹,召される,0,天皇の寵愛を一身に集める。小督に恋する人は帝ばかりでなく、冷泉隆房は彼女が宮中に召される前から見初めて、召された後も恋心を断ち切れないありさまであった。この事態に立腹
845,49,召される,天皇の寵愛を一身に集める。小督に恋する人は帝ばかりでなく、冷泉隆房は彼女が宮中に召される前から見初めて、[PET_BOUNDARY]召された[PET_BOUNDARY]後も恋心を断ち切れないありさまであった。この事態に立腹,召された,0,天皇の寵愛を一身に集める。小督に恋する人は帝ばかりでなく、冷泉隆房は彼女が宮中に召される前から見初めて、召された後も恋心を断ち切れないありさまであった。この事態に立腹
846,49,召される,「守る者の一人もないお屋敷というのは、とかく不用心なものでございます。お気をつけ[PET_BOUNDARY]召され[PET_BOUNDARY]」 男は言い置いて、つかつかと小窓のほうへ向かう。 我がもの顔で戸を押し開き、そ,召され,0,「守る者の一人もないお屋敷というのは、とかく不用心なものでございます。お気をつけ召され」 男は言い置いて、つかつかと小窓のほうへ向かう。 我がもの顔で戸を押し開き、そ
847,49,召される,気がイエス様に癒していただいているからです。 すでにイエス様と出会い、弟子として[PET_BOUNDARY]召されて[PET_BOUNDARY]いたペテロでしたが、徹底して従いきれないでいたときに。ペテロにイエス様のほうか,召されて,0,気がイエス様に癒していただいているからです。 すでにイエス様と出会い、弟子として召されていたペテロでしたが、徹底して従いきれないでいたときに。ペテロにイエス様のほうか
